"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-04-08","96.2","-1.49","5.59","Whitlock, Garrett",519317,676477,,"ball",,,,,"12","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","B",,,"1","2",2022,"-0.47","1.6","1.19","4.08",,,,"0","8","Bot",,,,,"543877",,,8.303315941755978,-139.8547150866749,-2.0286169746328717,-8.129637900306534,33.963933161348116,-11.00320793299675,"3.72","1.76",,,,"97.3","2001","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33",,,,,,,,"64","4","4-Seam Fastball","3","4","3","4","4","3","3","4","Standard","Strategic","223","0","0.039"
"FF","2022-04-08","94.9","-1.44","5.57","Whitlock, Garrett",519317,676477,,"ball",,,,,"3","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","B",,,"0","2",2022,"-0.89","1.61","0.54","3.44",,,,"0","8","Bot",,,,,"543877",,,7.303090373500414,-137.9375301113381,-3.5042625419118663,-13.050081075059056,34.4758027452159,-11.12901811404125,"3.77","1.84",,,,"96.1","2125","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.15",,,,,,,,"64","3","4-Seam Fastball","3","4","3","4","4","3","3","4","Standard","Strategic","225","0","0.018"
"FF","2022-04-08","95.3","-1.55","5.5","Whitlock, Garrett",519317,676477,,"called_strike",,,,,"8","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","S",,,"0","1",2022,"-0.56","1.7","-0.07","2.12",,,,"0","8","Bot",,,,,"543877",,,5.246045327197312,-138.47026090869224,-7.126204378444761,-8.39455256123291,33.53386422592543,-8.90555024258104,"3.75","1.76",,,,"96.5","2038","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.26",,,,,,,,"64","2","4-Seam Fastball","3","4","3","4","4","3","3","4","Standard","Standard","232","0","-0.046"
"SI","2022-04-08","94.9","-1.33","5.54","Whitlock, Garrett",519317,676477,,"called_strike",,,,,"7","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","S",,,"0","0",2022,"-1.59","0.32","-0.47","2.09",,,,"0","8","Bot",,,,,"543877",,,5.938153632477545,-137.9399911510764,-4.046823419321459,-21.639732864572718,33.97373377743715,-27.39463708099938,"3.75","1.74",,,,"96.3","2079","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.1",,,,,,,,"64","1","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","226","0","-0.034"
"CH","2022-04-08","82.6","-1.4","5.63","Whitlock, Garrett",519203,676477,"field_out","hit_into_play",,,,,"6","Anthony Rizzo pops out to second baseman Trevor Story.","R","L","R","NYY","BOS","X","4","popup","3","1",2022,"-1.41","0.03","0.50","2.37",,,,"2","7","Bot",180.46,134.19,,,"543877",,,7.204938313831198,-119.9870448075651,-0.8911476650156092,-15.068634047063988,25.99195423835023,-31.8934708230202,"3.49","1.6","211","95.7","57","83.6","1819","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.16","0.006","0.005","0","1","0","0","3","60","5","Changeup","3","4","3","4","4","3","3","4","Infield shift","Standard","261","-0.023","-0.151"
"SI","2022-04-08","94.7","-1.42","5.47","Whitlock, Garrett",519203,676477,,"called_strike",,,,,"5","Anthony Rizzo pops out to second baseman Trevor Story.","R","L","R","NYY","BOS","S",,,"3","0",2022,"-1.56","0.8","0.23","2.47",,,,"2","7","Bot",,,,,"543877",,,7.9743244749399365,-137.62243853220664,-3.9623911313717013,-21.62587915052603,31.95377358110158,-21.30620501824501,"3.53","1.67",,,,"96.3","2083","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.11",,,,,,,,"60","4","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","229","0","-0.022"
"CH","2022-04-08","81.7","-1.42","5.61","Whitlock, Garrett",519203,676477,,"ball",,,,,"14","Anthony Rizzo pops out to second baseman Trevor Story.","R","L","R","NYY","BOS","B",,,"2","0",2022,"-1.55","0.15","0.51","1.06",,,,"2","7","Bot",,,,,"543877",,,7.474834619318927,-118.64497512396717,-3.9028945573320266,-16.115141473422383,26.63564380044965,-30.090972254568143,"3.58","1.62",,,,"82.6","1957","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.13",,,,,,,,"60","3","Changeup","3","4","3","4","4","3","3","4","Infield shift","Standard","259","0","0.038"
"SI","2022-04-08","95.4","-1.37","5.56","Whitlock, Garrett",519203,676477,,"ball",,,,,"12","Anthony Rizzo pops out to second baseman Trevor Story.","R","L","R","NYY","BOS","B",,,"1","0",2022,"-1.18","1.49","0.31","4.15",,,,"2","7","Bot",,,,,"543877",,,7.235064180092079,-138.58987337044823,-1.3362168547427409,-16.91719808114531,35.65393068875846,-13.137076941943423,"3.55","1.62",,,,"96.5","2245","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.12",,,,,,,,"60","2","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","223","0","0.024"
"SI","2022-04-08","94.9","-1.72","5.55","Whitlock, Garrett",519203,676477,,"ball",,,,,"11","Anthony Rizzo pops out to second baseman Trevor Story.","R","L","R","NYY","BOS","B",,,"0","0",2022,"-1.24","1.25","-1.05","4.50",,,,"2","7","Bot",,,,,"543877",,,4.623337259819029,-138.14079735035952,0.15113719815165033,-16.914186766300606,34.104251008646564,-16.512221890786154,"3.62","1.67",,,,"96.2","2160","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.24",,,,,,,,"60","1","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","225","0","0.016"
"SI","2022-04-08","95.7","-1.62","5.49","Whitlock, Garrett",592450,676477,"field_out","hit_into_play",,,,,"7","Aaron Judge grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","NYY","BOS","X","6","ground_ball","1","2",2022,"-1.25","1.08","-0.42","2.37",,,,"1","7","Bot",112.18,153.03,,,"543877",,,6.110017132389728,-139.1454463877083,-5.094285663560889,-17.581004294806185,32.97269843119367,-17.182644138104845,"3.76","1.75","9","105.9","-14","97.3","2159","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.12","0.274","0.247","0","1","0","0","2","59","4","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","229","-0.035","-0.113"
"SL","2022-04-08","82.4","-1.71","5.6","Whitlock, Garrett",592450,676477,,"ball",,,,,"14","Aaron Judge grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","NYY","BOS","B",,,"0","2",2022,"0.11","-0.33","0.85","1.00",,,,"1","7","Bot",,,,,"543877",,,5.7074470817851415,-119.82633592564633,-3.2456533806814294,-0.17858920851117982,25.495655825186137,-34.839814784373104,"3.99","1.81",,,,"83.4","1978","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.27",,,,,,,,"59","3","Slider","3","4","3","4","4","3","3","4","Standard","Standard","45","0","0.011"
"SL","2022-04-08","81.3","-1.66","5.58","Whitlock, Garrett",592450,676477,,"swinging_strike",,,,,"9","Aaron Judge grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","NYY","BOS","S",,,"0","1",2022,"0.13","-0.13","0.72","2.27",,,,"1","7","Bot",,,,,"543877",,,5.165679566710123,-118.31535308616509,-0.5319944648185063,0.22595443883278593,23.275344888246877,-33.508745226606855,"3.76","1.75",,,,"82.6","2008","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.3",,,,,,,,"59","2","Slider","3","4","3","4","4","3","3","4","Standard","Standard","32","0","-0.033"
"SL","2022-04-08","81.9","-1.54","5.66","Whitlock, Garrett",592450,676477,,"swinging_strike",,,,,"9","Aaron Judge grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","NYY","BOS","S",,,"0","0",2022,"0.13","-0.46","0.60","2.27",,,,"1","7","Bot",,,,,"543877",,,4.656429667223434,-119.28097430562615,-0.17980202816814295,0.3522826636052546,23.437359682942088,-36.77342999838291,"3.76","1.75",,,,"83.2","2047","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33",,,,,,,,"59","1","Slider","3","4","3","4","4","3","3","4","Standard","Standard","52","0","-0.024"
"CH","2022-04-08","83.1","-1.48","5.58","Whitlock, Garrett",518626,676477,"field_out","hit_into_play",,,,,"11","Josh Donaldson lines out to left fielder Alex Verdugo.","R","R","R","NYY","BOS","X","7","line_drive","1","1",2022,"-1.54","0.36","-0.99","2.92",,,,"0","7","Bot",50.24,110.57,,,"543877",,,4.227032436649133,-120.94730073366885,-0.33995251128339055,-15.937506633757131,23.005624226292994,-28.77718544061573,"3.41","1.56","287","91.7","20","85","1931","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.05","0.277","0.274","0","1","0","0","4","58","3","Changeup","3","4","3","4","4","3","3","4","Standard","Standard","261","-0.049","-0.212"
"SI","2022-04-08","94.7","-1.53","5.5","Whitlock, Garrett",518626,676477,,"foul",,,,,"4","Josh Donaldson lines out to left fielder Alex Verdugo.","R","R","R","NYY","BOS","S",,,"1","0",2022,"-1.32","0.8","-0.75","2.72",,,,"0","7","Bot",,,,,"543877",,,5.0742185840297545,-137.8822317097954,-3.435595624491459,-17.950883593710802,30.26049428653659,-21.40046035128613,"3.41","1.56","218","77.2","23","96.4","2153","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.32",,,,,,,,"58","2","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","224","0","-0.044"
"SI","2022-04-08","94.7","-1.52","5.61","Whitlock, Garrett",518626,676477,,"ball",,,,,"11","Josh Donaldson lines out to left fielder Alex Verdugo.","R","R","R","NYY","BOS","B",,,"0","0",2022,"-1.22","0.98","-0.61","3.54",,,,"0","7","Bot",,,,,"543877",,,5.178634584258695,-137.87938246218226,-1.9299631877318233,-16.72231957540791,31.0358782312273,-19.517717822545908,"3.33","1.67",,,,"96.1","1960","7.1",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.4",,,,,,,,"58","1","Sinker","3","4","3","4","4","3","3","4","Strategic","Standard","231","0","0.034"
"SL","2022-04-08","81.8","-1.71","5.64","Whitlock, Garrett",643396,676477,"strikeout","swinging_strike",,,,,"6","Isiah Kiner-Falefa strikes out swinging.","R","R","R","NYY","BOS","S","2",,"1","2",2022,"0.29","-0.15","0.52","2.63",,,"543305","2","6","Bot",,,,,"543877",,,4.536377478346839,-119.06342408981217,0.09949126551759546,1.8815438329888716,23.407746901101675,-33.85687569138547,"3.32","1.51",,,,"83.1","2081","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.31",,,"0","1","0","0",,"54","4","Slider","3","4","3","4","4","3","3","4","Standard","Standard","50","-0.042","-0.156"
"SI","2022-04-08","94.9","-1.53","5.54","Whitlock, Garrett",643396,676477,,"ball",,,,,"14","Isiah Kiner-Falefa strikes out swinging.","R","R","R","NYY","BOS","B",,,"0","2",2022,"-1.36","0.98","1.59","2.15",,,"543305","2","6","Bot",,,,,"543877",,,11.436180924618341,-137.66380262122902,-5.4485003321746985,-19.9032699235873,31.537072842305065,-18.654177638450694,"3.18","1.42",,,,"96.5","2143","7.5",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.04",,,,,,,,"54","3","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","227","0","0.02"
"SL","2022-04-08","82.2","-1.85","5.55","Whitlock, Garrett",643396,676477,,"foul",,,,,"2","Isiah Kiner-Falefa strikes out swinging.","R","R","R","NYY","BOS","S",,,"0","1",2022,"0.07","-0.45","0.13","3.21",,,"543305","2","6","Bot",,,,,"543877",,,4.434971069948248,-119.60992076714707,2.120691193573159,-0.1490558338938535,22.19537073221007,-37.07703784900911,"3.32","1.51","239","76.2","30","83.6","1911","7.1",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.37",,,,,,,,"54","2","Slider","3","4","3","4","4","3","3","4","Standard","Standard","47","0","-0.048"
"SI","2022-04-08","96.9","-1.54","5.54","Whitlock, Garrett",643396,676477,,"called_strike",,,,,"6","Isiah Kiner-Falefa strikes out swinging.","R","R","R","NYY","BOS","S",,,"0","0",2022,"-1.05","1.06","0.35","2.39",,,"543305","2","6","Bot",,,,,"543877",,,7.6072901467715734,-140.95387231981763,-5.428764557140118,-15.749158664342435,30.217101054604328,-16.93401651248678,"3.28","1.59",,,,"99","2099","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.15",,,,,,,,"54","1","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","230","0","-0.039"
"SL","2022-04-08","81.4","-1.63","5.75","Whitlock, Garrett",543309,676477,"strikeout","swinging_strike",,,,,"2","Kyle Higashioka strikes out swinging.","R","R","R","NYY","BOS","S","2",,"0","2",2022,"0.37","-0.38","-0.24","3.21",,,"543305","1","6","Bot",,,,,"543877",,,2.4248410905213422,-118.53894861903353,1.6142639714268197,3.0909391282989405,20.87813423570966,-36.21761524140718,"3.41","1.56",,,,"82.8","1866","7",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.49",,,"0","1","0","0",,"53","3","Slider","3","4","3","4","4","3","3","4","Standard","Standard","67","-0.05","-0.196"
"SI","2022-04-08","96.5","-1.45","5.63","Whitlock, Garrett",543309,676477,,"swinging_strike",,,,,"11","Kyle Higashioka strikes out swinging.","R","R","R","NYY","BOS","S",,,"0","1",2022,"-1.32","1.43","-0.37","4.23",,,"543305","1","6","Bot",,,,,"543877",,,6.005196366800889,-140.3258328381936,-1.3354558551086793,-18.82233964504519,36.87307631391099,-13.440790500815446,"3.41","1.56",,,,"97.4","2144","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.28",,,,,,,,"53","2","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","218","0","-0.052"
"SI","2022-04-08","96.0","-1.5","5.48","Whitlock, Garrett",543309,676477,,"called_strike",,,,,"9","Kyle Higashioka strikes out swinging.","R","R","R","NYY","BOS","S",,,"0","0",2022,"-1.34","1.02","0.50","1.97",,,"543305","1","6","Bot",,,,,"543877",,,8.477995388502418,-139.54851675310775,-6.130233266294802,-19.387247369546234,30.35479315643005,-17.576344673115447,"3.31","1.59",,,,"98","2095","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.1",,,,,,,,"53","1","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","234","0","-0.049"
"SI","2022-04-08","96.9","-1.53","5.59","Whitlock, Garrett",543305,676477,"single","hit_into_play",,,,,"5","Aaron Hicks singles on a sharp line drive to center fielder Kike Hernandez.","R","L","R","NYY","BOS","X","8","line_drive","1","2",2022,"-1.3","0.92","-0.05","2.72",,,,"1","6","Bot",150.24,83.34,,,"543877",,,7.072761175657402,-140.97836851581647,-4.328054403833824,-18.952478913471975,30.415371334938374,-19.08243486416402,"3.41","1.56","210","100.4","12","98.9","2197","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.21","0.923","0.901","0.9","1","1","0","4","52","4","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","226","0.045","0.314"
"SI","2022-04-08","97.1","-1.5","5.54","Whitlock, Garrett",543305,676477,,"foul",,,,,"8","Aaron Hicks singles on a sharp line drive to center fielder Kike Hernandez.","R","L","R","NYY","BOS","S",,,"1","1",2022,"-1.37","0.95","0.15","2.12",,,,"1","6","Bot",,,,,"543877",,,7.722085543449798,-141.16506008749806,-5.925052385746158,-20.011966705929144,31.12958566975526,-18.25406115314354,"3.41","1.56","269","85.7","38","99.1","2113","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.1",,,,,,,,"52","3","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","227","0","-0.037"
"CH","2022-04-08","84.3","-1.48","5.63","Whitlock, Garrett",543305,676477,,"ball",,,,,"13","Aaron Hicks singles on a sharp line drive to center fielder Kike Hernandez.","R","L","R","NYY","BOS","B",,,"0","1",2022,"-1.81","0.21","-1.04","1.37",,,,"1","6","Bot",,,,,"543877",,,4.714976242988134,-122.65445497516976,-3.9693656517673626,-19.129447285940653,25.905287629166587,-29.40111829230882,"3.48","1.59",,,,"85.7","1969","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.13",,,,,,,,"52","2","Changeup","3","4","3","4","4","3","3","4","Infield shift","Standard","253","0","0.015"
"SL","2022-04-08","82.8","-1.46","5.81","Whitlock, Garrett",543305,676477,,"swinging_strike",,,,,"9","Aaron Hicks singles on a sharp line drive to center fielder Kike Hernandez.","R","L","R","NYY","BOS","S",,,"0","0",2022,"-0.03","-0.17","0.83","1.75",,,,"1","6","Bot",,,,,"543877",,,5.338903436577546,-120.47557628067048,-2.4397378157234955,-1.3550171424373634,24.28437959946003,-33.50588691165948,"3.41","1.56",,,,"83.6","1950","6.9",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.58",,,,,,,,"52","1","Slider","3","4","3","4","4","3","3","4","Infield shift","Standard","44","0","-0.024"
"SI","2022-04-08","97.8","-1.55","5.59","Whitlock, Garrett",608336,676477,"strikeout","swinging_strike",,,,,"2","Joey Gallo strikes out swinging.","R","L","R","NYY","BOS","S","2",,"1","2",2022,"-1.42","1.23","-0.15","3.51",,,,"0","6","Bot",,,,,"543877",,,7.178456764320201,-142.20482930597896,-3.006179601146859,-20.89779899155993,32.79780039851673,-15.024062368279841,"3.58","1.68",,,,"99.4","2265","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.24",,,"0","1","0","0",,"51","4","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","221","-0.04","-0.159"
"CH","2022-04-08","85.2","-1.5","5.7","Whitlock, Garrett",608336,676477,,"ball",,,,,"14","Joey Gallo strikes out swinging.","R","L","R","NYY","BOS","B",,,"0","2",2022,"-1.54","0.13","0.75","0.56",,,,"0","6","Bot",,,,,"543877",,,8.495945786390143,-123.69934628537294,-6.0913757813106,-17.48372372963863,23.416216199810368,-29.871581644143184,"3.4","1.64",,,,"86.5","1963","7.1",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.37",,,,,,,,"51","3","Changeup","3","4","3","4","4","3","3","4","Infield shift","Standard","254","0","0.018"
"SI","2022-04-08","96.5","-1.45","5.56","Whitlock, Garrett",608336,676477,,"swinging_strike",,,,,"1","Joey Gallo strikes out swinging.","R","L","R","NYY","BOS","S",,,"0","1",2022,"-1.07","0.94","-0.28","3.36",,,,"0","6","Bot",,,,,"543877",,,5.656912581399398,-140.40941494323835,-2.471054033957187,-15.40018597641907,31.783589918170527,-19.337126360923566,"3.58","1.68",,,,"98.3","2059","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.21",,,,,,,,"51","2","Sinker","3","4","3","4","4","3","3","4","Infield shift","Standard","223","0","-0.046"
"CH","2022-04-08","83.0","-1.49","5.73","Whitlock, Garrett",608336,676477,,"called_strike",,,,,"8","Joey Gallo strikes out swinging.","R","L","R","NYY","BOS","S",,,"0","0",2022,"-1.59","0.16","-0.19","1.84",,,,"0","6","Bot",,,,,"543877",,,6.181579531232748,-120.79812904976347,-2.775040003409921,-16.765792330451998,22.971135749863123,-30.26704300477203,"3.5","1.64",,,,"84.2","1861","7",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.5",,,,,,,,"51","1","Changeup","3","4","3","4","4","3","3","4","Infield shift","Standard","255","0","-0.034"
